ParameterName|ManagedAreaName|Year|CommonIdentifier|EarliestSampleDate|LastSampleDate|N|Min|Max|Median|Mean|StandardDeviation|ProgramIDs
Presence/Absence|St. Martins Marsh|2018|Penicillus spp.|2018-08-01T00:00:00Z|2018-08-01T00:00:00Z|76|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2018|Sargassum sp.|2018-08-01T00:00:00Z|2018-08-01T00:00:00Z|10|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2018|Syringodium filiforme|2018-08-01T00:00:00Z|2018-08-01T00:00:00Z|32|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2018|Thalassia testudinum|2018-08-01T00:00:00Z|2018-08-01T00:00:00Z|88|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2018|Udotea flabellum|2018-08-01T00:00:00Z|2018-08-01T00:00:00Z|26|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2019|Acetabularia crenulata|2019-08-01T00:00:00Z|2019-08-01T00:00:00Z|8|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2019|Caulerpa ashmeadii|2019-07-01T00:00:00Z|2019-08-01T00:00:00Z|18|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2019|Caulerpa cupressoides|2019-08-01T00:00:00Z|2019-08-01T00:00:00Z|6|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2019|Caulerpa paspaloides|2019-07-01T00:00:00Z|2019-08-01T00:00:00Z|18|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2019|Caulerpa prolifera|2019-07-01T00:00:00Z|2019-08-01T00:00:00Z|46|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2019|Digenea simplex|2019-07-01T00:00:00Z|2019-08-01T00:00:00Z|10|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2019|Drift algae|2019-07-01T00:00:00Z|2019-08-01T00:00:00Z|24|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2019|Halimeda incrassata|2019-07-01T00:00:00Z|2019-08-01T00:00:00Z|52|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2019|Halodule wrightii|2019-07-01T00:00:00Z|2019-08-01T00:00:00Z|92|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2019|Halophila engelmannii|2019-07-01T00:00:00Z|2019-07-01T00:00:00Z|14|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2019|Penicillus spp.|2019-07-01T00:00:00Z|2019-08-01T00:00:00Z|78|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2019|Sargassum sp.|2019-08-01T00:00:00Z|2019-08-01T00:00:00Z|6|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2019|Syringodium filiforme|2019-07-01T00:00:00Z|2019-08-01T00:00:00Z|28|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2019|Thalassia testudinum|2019-07-01T00:00:00Z|2019-08-01T00:00:00Z|94|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2019|Udotea flabellum|2019-07-01T00:00:00Z|2019-08-01T00:00:00Z|20|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2020|Acetabularia crenulata|2020-09-01T00:00:00Z|2020-09-01T00:00:00Z|6|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2020|Anadyomene stellata|2020-09-01T00:00:00Z|2020-09-01T00:00:00Z|2|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2020|Caulerpa ashmeadii|2020-09-01T00:00:00Z|2020-09-01T00:00:00Z|12|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2020|Caulerpa cupressoides|2020-09-01T00:00:00Z|2020-09-01T00:00:00Z|10|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2020|Caulerpa paspaloides|2020-09-01T00:00:00Z|2020-09-01T00:00:00Z|10|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2020|Caulerpa prolifera|2020-09-01T00:00:00Z|2020-09-01T00:00:00Z|20|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2020|Digenea simplex|2020-09-01T00:00:00Z|2020-09-01T00:00:00Z|14|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2020|Drift algae|2020-09-01T00:00:00Z|2020-09-01T00:00:00Z|2|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2020|Halimeda incrassata|2020-09-01T00:00:00Z|2020-09-01T00:00:00Z|80|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2020|Halodule wrightii|2020-09-01T00:00:00Z|2020-09-01T00:00:00Z|88|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2020|Halophila engelmannii|2020-09-01T00:00:00Z|2020-09-01T00:00:00Z|8|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2020|Penicillus spp.|2020-09-01T00:00:00Z|2020-09-01T00:00:00Z|78|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2020|Ruppia maritima|2020-09-01T00:00:00Z|2020-09-01T00:00:00Z|2|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2020|Sargassum sp.|2020-09-01T00:00:00Z|2020-09-01T00:00:00Z|6|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2020|Syringodium filiforme|2020-09-01T00:00:00Z|2020-09-01T00:00:00Z|20|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2020|Thalassia testudinum|2020-09-01T00:00:00Z|2020-09-01T00:00:00Z|82|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2020|Udotea flabellum|2020-09-01T00:00:00Z|2020-09-01T00:00:00Z|26|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2021|Acetabularia crenulata|2021-06-01T00:00:00Z|2021-06-01T00:00:00Z|16|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2021|Batophora oerstedii|2021-06-01T00:00:00Z|2021-06-01T00:00:00Z|2|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2021|Caulerpa ashmeadii|2021-06-01T00:00:00Z|2021-06-01T00:00:00Z|12|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2021|Caulerpa paspaloides|2021-06-01T00:00:00Z|2021-06-01T00:00:00Z|58|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2021|Caulerpa prolifera|2021-06-01T00:00:00Z|2021-06-01T00:00:00Z|80|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2021|Drift algae|2021-06-01T00:00:00Z|2021-06-01T00:00:00Z|58|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2021|Halimeda incrassata|2021-06-01T00:00:00Z|2021-06-01T00:00:00Z|40|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2021|Halodule wrightii|2021-06-01T00:00:00Z|2021-06-01T00:00:00Z|148|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2021|Halophila engelmannii|2021-06-01T00:00:00Z|2021-06-01T00:00:00Z|42|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2021|No grass In Quadrat|2021-06-01T00:00:00Z|2021-06-01T00:00:00Z|2|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2021|Penicillus capitatus|2021-06-01T00:00:00Z|2021-06-01T00:00:00Z|12|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2021|Penicillus dumetosus|2021-06-01T00:00:00Z|2021-06-01T00:00:00Z|30|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2021|Ruppia maritima|2021-06-01T00:00:00Z|2021-06-01T00:00:00Z|14|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2021|Sargassum sp.|2021-06-01T00:00:00Z|2021-06-01T00:00:00Z|2|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2021|Syringodium filiforme|2021-06-01T00:00:00Z|2021-06-01T00:00:00Z|16|0|0|0|0|0|560
Presence/Absence|St. Martins Marsh|2021|Thalassia testudinum|2021-06-01T00:00:00Z|2021-06-01T00:00:00Z|52|0|0|0|0|0|560
Shoot Count|Biscayne Bay|1985|Halodule wrightii|1985-06-19T00:00:00Z|1985-12-01T00:00:00Z|1040|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1985|Ruppia maritima|1985-06-19T00:00:00Z|1985-12-01T00:00:00Z|1040|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1985|Syringodium filiforme|1985-06-19T00:00:00Z|1985-12-01T00:00:00Z|2080|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1985|Thalassia testudinum|1985-06-19T00:00:00Z|1985-12-01T00:00:00Z|2080|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1986|Halodule wrightii|1986-03-01T00:00:00Z|1986-12-17T00:00:00Z|2100|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1986|Ruppia maritima|1986-03-01T00:00:00Z|1986-12-17T00:00:00Z|2100|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1986|Syringodium filiforme|1986-03-01T00:00:00Z|1986-12-17T00:00:00Z|4200|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1986|Thalassia testudinum|1986-03-01T00:00:00Z|1986-12-17T00:00:00Z|4200|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1987|Halodule wrightii|1987-03-09T00:00:00Z|1987-12-15T00:00:00Z|2060|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1987|Ruppia maritima|1987-03-09T00:00:00Z|1987-12-15T00:00:00Z|2060|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1987|Syringodium filiforme|1987-03-09T00:00:00Z|1987-12-15T00:00:00Z|4120|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1987|Thalassia testudinum|1987-03-09T00:00:00Z|1987-12-15T00:00:00Z|4120|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1988|Halodule wrightii|1988-04-19T00:00:00Z|1988-12-15T00:00:00Z|1980|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1988|Ruppia maritima|1988-04-19T00:00:00Z|1988-12-15T00:00:00Z|1980|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1988|Syringodium filiforme|1988-04-19T00:00:00Z|1988-12-15T00:00:00Z|3960|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1988|Thalassia testudinum|1988-04-19T00:00:00Z|1988-12-15T00:00:00Z|3960|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1989|Halodule wrightii|1989-01-13T00:00:00Z|1989-12-20T00:00:00Z|2000|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1989|Ruppia maritima|1989-01-13T00:00:00Z|1989-12-20T00:00:00Z|2000|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1989|Syringodium filiforme|1989-01-13T00:00:00Z|1989-12-20T00:00:00Z|4000|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1989|Thalassia testudinum|1989-01-13T00:00:00Z|1989-12-20T00:00:00Z|4000|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1990|Halodule wrightii|1990-04-11T00:00:00Z|1990-12-19T00:00:00Z|1820|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1990|Ruppia maritima|1990-04-11T00:00:00Z|1990-12-19T00:00:00Z|1820|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1990|Syringodium filiforme|1990-04-11T00:00:00Z|1990-12-19T00:00:00Z|3640|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1990|Thalassia testudinum|1990-04-11T00:00:00Z|1990-12-19T00:00:00Z|3640|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1991|Halodule wrightii|1991-03-15T00:00:00Z|1991-12-11T00:00:00Z|1360|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1991|Ruppia maritima|1991-03-15T00:00:00Z|1991-12-11T00:00:00Z|1360|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1991|Syringodium filiforme|1991-03-15T00:00:00Z|1991-12-11T00:00:00Z|2720|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1991|Thalassia testudinum|1991-03-15T00:00:00Z|1991-12-11T00:00:00Z|2720|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1992|Halodule wrightii|1992-03-09T00:00:00Z|1992-12-23T00:00:00Z|1040|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1992|Ruppia maritima|1992-03-09T00:00:00Z|1992-12-23T00:00:00Z|1040|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1992|Syringodium filiforme|1992-03-09T00:00:00Z|1992-12-23T00:00:00Z|2080|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1992|Thalassia testudinum|1992-03-09T00:00:00Z|1992-12-23T00:00:00Z|2080|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1993|Halodule wrightii|1993-01-15T00:00:00Z|1993-12-28T00:00:00Z|1212|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1993|Ruppia maritima|1993-01-15T00:00:00Z|1993-12-28T00:00:00Z|1212|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1993|Syringodium filiforme|1993-01-15T00:00:00Z|1993-12-28T00:00:00Z|2424|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1993|Thalassia testudinum|1993-01-15T00:00:00Z|1993-12-28T00:00:00Z|2424|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1994|Halodule wrightii|1994-01-24T00:00:00Z|1994-12-16T00:00:00Z|1160|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1994|Ruppia maritima|1994-01-24T00:00:00Z|1994-12-16T00:00:00Z|1160|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1994|Syringodium filiforme|1994-01-24T00:00:00Z|1994-12-16T00:00:00Z|2320|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1994|Thalassia testudinum|1994-01-24T00:00:00Z|1994-12-16T00:00:00Z|2320|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1995|Halodule wrightii|1995-01-12T00:00:00Z|1995-12-06T00:00:00Z|1280|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1995|Ruppia maritima|1995-01-12T00:00:00Z|1995-12-06T00:00:00Z|1280|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1995|Syringodium filiforme|1995-01-12T00:00:00Z|1995-12-06T00:00:00Z|2560|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1995|Thalassia testudinum|1995-01-12T00:00:00Z|1995-12-06T00:00:00Z|2560|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1996|Halodule wrightii|1996-03-29T00:00:00Z|1996-12-30T00:00:00Z|1220|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1996|Ruppia maritima|1996-03-29T00:00:00Z|1996-12-30T00:00:00Z|1220|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1996|Syringodium filiforme|1996-03-29T00:00:00Z|1996-12-30T00:00:00Z|2440|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1996|Thalassia testudinum|1996-03-29T00:00:00Z|1996-12-30T00:00:00Z|2440|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1997|Halodule wrightii|1997-06-14T00:00:00Z|1997-06-29T00:00:00Z|360|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1997|Ruppia maritima|1997-06-14T00:00:00Z|1997-06-29T00:00:00Z|360|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1997|Syringodium filiforme|1997-06-14T00:00:00Z|1997-06-29T00:00:00Z|720|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1997|Thalassia testudinum|1997-06-14T00:00:00Z|1997-06-29T00:00:00Z|720|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1998|Halodule wrightii|1998-06-08T00:00:00Z|1998-06-29T00:00:00Z|420|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1998|Ruppia maritima|1998-06-08T00:00:00Z|1998-06-29T00:00:00Z|420|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1998|Syringodium filiforme|1998-06-08T00:00:00Z|1998-06-29T00:00:00Z|840|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1998|Thalassia testudinum|1998-06-08T00:00:00Z|1998-06-29T00:00:00Z|840|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1999|Halodule wrightii|1999-06-02T00:00:00Z|1999-06-29T00:00:00Z|780|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1999|Ruppia maritima|1999-06-02T00:00:00Z|1999-06-29T00:00:00Z|780|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1999|Syringodium filiforme|1999-06-02T00:00:00Z|1999-06-29T00:00:00Z|1560|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|1999|Thalassia testudinum|1999-06-02T00:00:00Z|1999-06-29T00:00:00Z|1560|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2000|Halodule wrightii|2000-06-12T00:00:00Z|2000-06-16T00:00:00Z|780|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2000|Ruppia maritima|2000-06-12T00:00:00Z|2000-06-16T00:00:00Z|780|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2000|Syringodium filiforme|2000-06-12T00:00:00Z|2000-06-16T00:00:00Z|1560|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2000|Thalassia testudinum|2000-06-12T00:00:00Z|2000-06-16T00:00:00Z|1560|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2001|Halodule wrightii|2001-06-15T00:00:00Z|2001-06-27T00:00:00Z|420|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2001|Ruppia maritima|2001-06-15T00:00:00Z|2001-06-27T00:00:00Z|420|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2001|Syringodium filiforme|2001-06-15T00:00:00Z|2001-06-27T00:00:00Z|840|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2001|Thalassia testudinum|2001-06-15T00:00:00Z|2001-06-27T00:00:00Z|840|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2002|Halodule wrightii|2002-06-10T00:00:00Z|2002-07-01T00:00:00Z|420|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2002|Ruppia maritima|2002-06-10T00:00:00Z|2002-07-01T00:00:00Z|420|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2002|Syringodium filiforme|2002-06-10T00:00:00Z|2002-07-01T00:00:00Z|840|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2002|Thalassia testudinum|2002-06-10T00:00:00Z|2002-07-01T00:00:00Z|840|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2003|Halodule wrightii|2003-06-01T00:00:00Z|2003-06-16T00:00:00Z|480|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2003|Ruppia maritima|2003-06-01T00:00:00Z|2003-06-16T00:00:00Z|480|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2003|Syringodium filiforme|2003-06-01T00:00:00Z|2003-06-16T00:00:00Z|960|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2003|Thalassia testudinum|2003-06-01T00:00:00Z|2003-06-16T00:00:00Z|960|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2004|Halodule wrightii|2004-06-01T00:00:00Z|2004-06-01T00:00:00Z|420|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2004|Ruppia maritima|2004-06-01T00:00:00Z|2004-06-01T00:00:00Z|420|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2004|Syringodium filiforme|2004-06-01T00:00:00Z|2004-06-01T00:00:00Z|840|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2004|Thalassia testudinum|2004-06-01T00:00:00Z|2004-06-01T00:00:00Z|840|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2005|Halodule wrightii|2005-06-01T00:00:00Z|2005-06-01T00:00:00Z|420|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2005|Ruppia maritima|2005-06-01T00:00:00Z|2005-06-01T00:00:00Z|420|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2005|Syringodium filiforme|2005-06-01T00:00:00Z|2005-06-01T00:00:00Z|840|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2005|Thalassia testudinum|2005-06-01T00:00:00Z|2005-06-01T00:00:00Z|840|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2006|Halodule wrightii|2006-05-01T00:00:00Z|2006-08-01T00:00:00Z|480|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2006|Ruppia maritima|2006-05-01T00:00:00Z|2006-08-01T00:00:00Z|480|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2006|Syringodium filiforme|2006-05-01T00:00:00Z|2006-08-01T00:00:00Z|960|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2006|Thalassia testudinum|2006-05-01T00:00:00Z|2006-08-01T00:00:00Z|960|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2007|Halodule wrightii|2007-06-01T00:00:00Z|2007-07-01T00:00:00Z|480|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2007|Ruppia maritima|2007-06-01T00:00:00Z|2007-07-01T00:00:00Z|480|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2007|Syringodium filiforme|2007-06-01T00:00:00Z|2007-07-01T00:00:00Z|960|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2007|Thalassia testudinum|2007-06-01T00:00:00Z|2007-07-01T00:00:00Z|960|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2008|Halodule wrightii|2008-06-01T00:00:00Z|2008-07-01T00:00:00Z|480|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2008|Ruppia maritima|2008-06-01T00:00:00Z|2008-07-01T00:00:00Z|480|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2008|Syringodium filiforme|2008-06-01T00:00:00Z|2008-07-01T00:00:00Z|960|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2008|Thalassia testudinum|2008-06-01T00:00:00Z|2008-07-01T00:00:00Z|960|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2009|Halodule wrightii|2009-06-09T00:00:00Z|2009-06-25T00:00:00Z|480|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2009|Ruppia maritima|2009-06-09T00:00:00Z|2009-06-25T00:00:00Z|480|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2009|Syringodium filiforme|2009-06-09T00:00:00Z|2009-06-25T00:00:00Z|960|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2009|Thalassia testudinum|2009-06-09T00:00:00Z|2009-06-25T00:00:00Z|960|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2010|Halodule wrightii|2010-05-25T00:00:00Z|2010-06-02T00:00:00Z|480|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2010|Ruppia maritima|2010-05-25T00:00:00Z|2010-06-02T00:00:00Z|480|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2010|Syringodium filiforme|2010-05-25T00:00:00Z|2010-06-02T00:00:00Z|960|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2010|Thalassia testudinum|2010-05-25T00:00:00Z|2010-06-02T00:00:00Z|960|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2011|Halodule wrightii|2011-06-17T00:00:00Z|2011-06-29T00:00:00Z|480|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2011|Ruppia maritima|2011-06-17T00:00:00Z|2011-06-29T00:00:00Z|480|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2011|Syringodium filiforme|2011-06-17T00:00:00Z|2011-06-29T00:00:00Z|960|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2011|Thalassia testudinum|2011-06-17T00:00:00Z|2011-06-29T00:00:00Z|960|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2012|Halodule wrightii|2012-07-02T00:00:00Z|2012-07-22T00:00:00Z|480|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2012|Ruppia maritima|2012-07-02T00:00:00Z|2012-07-22T00:00:00Z|480|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2012|Syringodium filiforme|2012-07-02T00:00:00Z|2012-07-22T00:00:00Z|960|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2012|Thalassia testudinum|2012-07-02T00:00:00Z|2012-07-22T00:00:00Z|960|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2013|Halodule wrightii|2013-06-20T00:00:00Z|2013-07-20T00:00:00Z|480|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2013|Ruppia maritima|2013-06-20T00:00:00Z|2013-07-20T00:00:00Z|480|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2013|Syringodium filiforme|2013-06-20T00:00:00Z|2013-07-20T00:00:00Z|960|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2013|Thalassia testudinum|2013-06-20T00:00:00Z|2013-07-20T00:00:00Z|960|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2014|Halodule wrightii|2014-06-26T00:00:00Z|2014-07-16T00:00:00Z|480|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2014|Ruppia maritima|2014-06-26T00:00:00Z|2014-07-16T00:00:00Z|480|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2014|Syringodium filiforme|2014-06-26T00:00:00Z|2014-07-16T00:00:00Z|960|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2014|Thalassia testudinum|2014-06-26T00:00:00Z|2014-07-16T00:00:00Z|960|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2015|Halodule wrightii|2015-06-23T00:00:00Z|2015-06-30T00:00:00Z|240|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2015|Ruppia maritima|2015-06-23T00:00:00Z|2015-06-30T00:00:00Z|240|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2015|Syringodium filiforme|2015-06-23T00:00:00Z|2015-06-30T00:00:00Z|480|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2015|Thalassia testudinum|2015-06-23T00:00:00Z|2015-06-30T00:00:00Z|480|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2016|Halodule wrightii|2016-07-18T00:00:00Z|2016-07-26T00:00:00Z|360|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2016|Ruppia maritima|2016-07-18T00:00:00Z|2016-07-26T00:00:00Z|360|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2016|Syringodium filiforme|2016-07-18T00:00:00Z|2016-07-26T00:00:00Z|720|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2016|Thalassia testudinum|2016-07-18T00:00:00Z|2016-07-26T00:00:00Z|720|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2017|Halodule wrightii|2017-06-19T00:00:00Z|2017-06-29T00:00:00Z|480|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2017|Ruppia maritima|2017-06-19T00:00:00Z|2017-06-29T00:00:00Z|480|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2017|Syringodium filiforme|2017-06-19T00:00:00Z|2017-06-29T00:00:00Z|960|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2017|Thalassia testudinum|2017-06-19T00:00:00Z|2017-06-29T00:00:00Z|960|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2018|Halodule wrightii|2018-06-20T00:00:00Z|2018-07-02T00:00:00Z|480|0|0|0|0|0|4018
Shoot Count|Biscayne Bay|2018|Ruppia maritima|2018-06-20T00:00:00Z|2018-07-02T00:00:00Z|480|0|0|0|0|0|4018
