"","AreaID","ManagedAreaName","ParameterName","Units","ActivityType","RelativeDepth","N_Data","N_Years","EarliestYear","LatestYear","SufficientData","Season","Median","Independent","tau","z","p_z","chi_sq","p_chi_sq","SennSlope","SennIntercept","Trend"
"3565",20,"Guana Tolomato Matanzas National Estuarine Research Reserve","Salinity","ppt","Field","Surface",14831,30,1980,2022,TRUE,"7",33.8,TRUE,-0.2369,-5.252,0,NA,NA,-0.2,36.1,-1
"3566",20,"Guana Tolomato Matanzas National Estuarine Research Reserve","Salinity","ppt","Field","Surface",14831,30,1980,2022,TRUE,"8",33.3,TRUE,-0.1592,-6.9344,0,NA,NA,-0.155555555555555,36.1111111111111,-1
"3567",20,"Guana Tolomato Matanzas National Estuarine Research Reserve","Salinity","ppt","Field","Surface",14831,30,1980,2022,TRUE,"9",31.1,TRUE,-0.0503,-11.411,0,NA,NA,-0.0500000000000001,32.9,-1
"3568",20,"Guana Tolomato Matanzas National Estuarine Research Reserve","Salinity","ppt","Field","Surface",14831,30,1980,2022,TRUE,"10",30,TRUE,0.0536,-5.5431,0,NA,NA,0.054545454545454,30.3363636363637,1
"3569",20,"Guana Tolomato Matanzas National Estuarine Research Reserve","Salinity","ppt","Field","Surface",14831,30,1980,2022,TRUE,"11",31.7,TRUE,-0.1565,2.4962,0.0126,NA,NA,-0.12,34.8,-1
"3570",20,"Guana Tolomato Matanzas National Estuarine Research Reserve","Salinity","ppt","Field","Surface",14831,30,1980,2022,TRUE,"12",30.2,TRUE,-0.0862,-2.1685,0.0301,NA,NA,-0.0571428571428569,35.1142857142857,-1
"3571",21,"Indian River-Malabar to Vero Beach Aquatic Preserve","Salinity","ppt","Field","Surface",42387,34,1972,2021,TRUE,"All",25.2,TRUE,-0.0079,-2.6328,0.0085,152.8164,0,-0.0159999999999997,23.5988235294118,-1
"3572",21,"Indian River-Malabar to Vero Beach Aquatic Preserve","Salinity","ppt","Field","Surface",42387,34,1972,2021,TRUE,"1",22.9,TRUE,0.0356,-0.7873,0.4311,NA,NA,0.0705882352941178,22.3705882352941,1
"3573",21,"Indian River-Malabar to Vero Beach Aquatic Preserve","Salinity","ppt","Field","Surface",42387,34,1972,2021,TRUE,"2",24.7,TRUE,-0.0109,3.0287,0.0025,NA,NA,-0.0250000000000001,22.75,-1
"3574",21,"Indian River-Malabar to Vero Beach Aquatic Preserve","Salinity","ppt","Field","Surface",42387,34,1972,2021,TRUE,"3",27,TRUE,0.0072,2.3423,0.0192,NA,NA,0.0142857142857142,22.1142857142857,1
"3575",21,"Indian River-Malabar to Vero Beach Aquatic Preserve","Salinity","ppt","Field","Surface",42387,34,1972,2021,TRUE,"4",28.795,TRUE,-0.0617,1.1741,0.2403,NA,NA,-0.099999999999999,34,-1
"3576",21,"Indian River-Malabar to Vero Beach Aquatic Preserve","Salinity","ppt","Field","Surface",42387,34,1972,2021,TRUE,"5",31.62,TRUE,-0.0604,-7.483,0,NA,NA,-0.125,29.875,-1
"3577",21,"Indian River-Malabar to Vero Beach Aquatic Preserve","Salinity","ppt","Field","Surface",42387,34,1972,2021,TRUE,"6",30.7,TRUE,-0.0115,-5.4039,0,NA,NA,-0.0238095238095238,23.0095238095238,-1
"3578",21,"Indian River-Malabar to Vero Beach Aquatic Preserve","Salinity","ppt","Field","Surface",42387,34,1972,2021,TRUE,"7",25.5,TRUE,-0.0087,-5.7473,0,NA,NA,-0.0176470588235295,23.5176470588235,-1
"3579",21,"Indian River-Malabar to Vero Beach Aquatic Preserve","Salinity","ppt","Field","Surface",42387,34,1972,2021,TRUE,"8",25.38,TRUE,-0.0831,2.1897,0.0285,NA,NA,-0.12,35.7,-1
"3580",21,"Indian River-Malabar to Vero Beach Aquatic Preserve","Salinity","ppt","Field","Surface",42387,34,1972,2021,TRUE,"9",22.2,TRUE,0.0278,-1.0439,0.2965,NA,NA,0.05,25.3,1
"3581",21,"Indian River-Malabar to Vero Beach Aquatic Preserve","Salinity","ppt","Field","Surface",42387,34,1972,2021,TRUE,"10",21.3,TRUE,0.0242,4.027,0.0001,NA,NA,0.0499999999999999,23.68,1
"3582",21,"Indian River-Malabar to Vero Beach Aquatic Preserve","Salinity","ppt","Field","Surface",42387,34,1972,2021,TRUE,"11",21.9,TRUE,0.0432,-0.9395,0.3475,NA,NA,0.0999999999999999,17.9,1
"3583",21,"Indian River-Malabar to Vero Beach Aquatic Preserve","Salinity","ppt","Field","Surface",42387,34,1972,2021,TRUE,"12",22.6,TRUE,0.0125,0.5906,0.5548,NA,NA,0.0214285714285712,28.045,1
"3584",22,"Indian River-Vero Beach to Ft. Pierce Aquatic Preserve","Salinity","ppt","Field","Surface",5788,30,1992,2021,TRUE,"All",28.9,TRUE,0.0002,0.2047,0.8378,62.8761,0,0,29.0185526315789,0
"3585",22,"Indian River-Vero Beach to Ft. Pierce Aquatic Preserve","Salinity","ppt","Field","Surface",5788,30,1992,2021,TRUE,"1",28.3,TRUE,-0.1169,-4.2361,0,NA,NA,-0.11875,29.84375,0
"3586",22,"Indian River-Vero Beach to Ft. Pierce Aquatic Preserve","Salinity","ppt","Field","Surface",5788,30,1992,2021,TRUE,"2",29.7,TRUE,0.0289,0.2553,0.7985,NA,NA,0.0444444444444443,25.5111111111111,0
"3587",22,"Indian River-Vero Beach to Ft. Pierce Aquatic Preserve","Salinity","ppt","Field","Surface",5788,30,1992,2021,TRUE,"3",30.8,TRUE,0.0647,1.3366,0.1814,NA,NA,0.0533333333333336,34.1133333333333,0
"3588",22,"Indian River-Vero Beach to Ft. Pierce Aquatic Preserve","Salinity","ppt","Field","Surface",5788,30,1992,2021,TRUE,"4",32.8,TRUE,0.0417,1.8422,0.0654,NA,NA,0.0362499999999999,30.40125,0
"3589",22,"Indian River-Vero Beach to Ft. Pierce Aquatic Preserve","Salinity","ppt","Field","Surface",5788,30,1992,2021,TRUE,"5",34.7,TRUE,-0.0149,2.1389,0.0324,NA,NA,-0.0142857142857145,26.6771428571429,0
"3590",22,"Indian River-Vero Beach to Ft. Pierce Aquatic Preserve","Salinity","ppt","Field","Surface",5788,30,1992,2021,TRUE,"6",30.365,TRUE,0.0827,1.6801,0.0929,NA,NA,0.118181818181818,26.6272727272727,0
"3591",22,"Indian River-Vero Beach to Ft. Pierce Aquatic Preserve","Salinity","ppt","Field","Surface",5788,30,1992,2021,TRUE,"7",28.4,TRUE,0.0492,3.1474,0.0016,NA,NA,0.0399999999999999,32.28,0
"3592",22,"Indian River-Vero Beach to Ft. Pierce Aquatic Preserve","Salinity","ppt","Field","Surface",5788,30,1992,2021,TRUE,"8",26,TRUE,-0.1371,0.8952,0.3707,NA,NA,-0.21,28.43,0
"3593",22,"Indian River-Vero Beach to Ft. Pierce Aquatic Preserve","Salinity","ppt","Field","Surface",5788,30,1992,2021,TRUE,"9",24.9,TRUE,0.0079,-0.5046,0.6138,NA,NA,0.00588235294117655,29.6294117647059,0
"3594",22,"Indian River-Vero Beach to Ft. Pierce Aquatic Preserve","Salinity","ppt","Field","Surface",5788,30,1992,2021,TRUE,"10",23.4,TRUE,-0.0721,-2.6597,0.0078,NA,NA,-0.0916666666666665,24.5916666666667,0
"3595",22,"Indian River-Vero Beach to Ft. Pierce Aquatic Preserve","Salinity","ppt","Field","Surface",5788,30,1992,2021,TRUE,"11",26.12,TRUE,-0.0164,-3.7495,0.0002,NA,NA,-0.0249999999999986,25.275,0
"3596",22,"Indian River-Vero Beach to Ft. Pierce Aquatic Preserve","Salinity","ppt","Field","Surface",5788,30,1992,2021,TRUE,"12",26.52,TRUE,0.0598,-0.4323,0.6655,NA,NA,0.0842105263157896,29.6071052631579,0
"3597",23,"Jensen Beach to Jupiter Inlet Aquatic Preserve","Salinity","ppt","Field","Surface",7278,32,1972,2021,TRUE,"All",32.8,TRUE,0.1123,14.5134,0,38.1271,0.0001,0.0999999999999998,30.0141025641026,1
"3598",23,"Jensen Beach to Jupiter Inlet Aquatic Preserve","Salinity","ppt","Field","Surface",7278,32,1972,2021,TRUE,"1",33.2,TRUE,0.1588,3.8748,0.0001,NA,NA,0.115384615384615,30.1615384615385,1
"3599",23,"Jensen Beach to Jupiter Inlet Aquatic Preserve","Salinity","ppt","Field","Surface",7278,32,1972,2021,TRUE,"2",34,TRUE,0.0909,3.2519,0.0011,NA,NA,0.066666666666666,31.9333333333334,1
"3600",23,"Jensen Beach to Jupiter Inlet Aquatic Preserve","Salinity","ppt","Field","Surface",7278,32,1972,2021,TRUE,"3",34.2,TRUE,0.1815,3.2163,0.0013,NA,NA,0.158856209150327,26.6400326797386,1
"3601",23,"Jensen Beach to Jupiter Inlet Aquatic Preserve","Salinity","ppt","Field","Surface",7278,32,1972,2021,TRUE,"4",34.7,TRUE,0.0878,5.1561,0,NA,NA,0.0549999999999997,32.02,1
"3602",23,"Jensen Beach to Jupiter Inlet Aquatic Preserve","Salinity","ppt","Field","Surface",7278,32,1972,2021,TRUE,"5",34.8,TRUE,0.1421,5.6584,0,NA,NA,0.0999999999999996,31.3,1
"3603",23,"Jensen Beach to Jupiter Inlet Aquatic Preserve","Salinity","ppt","Field","Surface",7278,32,1972,2021,TRUE,"6",34.2,TRUE,0.1541,5.7881,0,NA,NA,0.1,31.4,1
"3604",23,"Jensen Beach to Jupiter Inlet Aquatic Preserve","Salinity","ppt","Field","Surface",7278,32,1972,2021,TRUE,"7",32.2,TRUE,0.0421,7.1883,0,NA,NA,0.0571428571428569,27.2571428571429,1
"3605",23,"Jensen Beach to Jupiter Inlet Aquatic Preserve","Salinity","ppt","Field","Surface",7278,32,1972,2021,TRUE,"8",30.85,TRUE,0.0673,6.4107,0,NA,NA,0.0799999999999997,28.6,1
"3606",23,"Jensen Beach to Jupiter Inlet Aquatic Preserve","Salinity","ppt","Field","Surface",7278,32,1972,2021,TRUE,"9",29.2,TRUE,0.0559,1.5275,0.1266,NA,NA,0.0750000000000002,26.175,1
"3607",23,"Jensen Beach to Jupiter Inlet Aquatic Preserve","Salinity","ppt","Field","Surface",7278,32,1972,2021,TRUE,"10",28.8,TRUE,0.0752,2.0582,0.0396,NA,NA,0.0666666666666664,29.8666666666667,1
"3608",23,"Jensen Beach to Jupiter Inlet Aquatic Preserve","Salinity","ppt","Field","Surface",7278,32,1972,2021,TRUE,"11",31.4,TRUE,0.1664,2.5741,0.01,NA,NA,0.1775,24.6375,1
"3609",23,"Jensen Beach to Jupiter Inlet Aquatic Preserve","Salinity","ppt","Field","Surface",7278,32,1972,2021,TRUE,"12",32.2,TRUE,0.107,2.6191,0.0088,NA,NA,0.0833333333333333,30.2833333333333,1
"3610",24,"Lake Jackson Aquatic Preserve","Salinity","ppt","Field","Surface",0,0,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3611",25,"Lemon Bay Aquatic Preserve","Salinity","ppt","Field","Surface",5907,54,1954,2022,TRUE,"All",34,TRUE,0.0083,0.2845,0.7761,161.8273,0,0,33.5425,0
"3612",25,"Lemon Bay Aquatic Preserve","Salinity","ppt","Field","Surface",5907,54,1954,2022,TRUE,"1",34.2,TRUE,-0.22,4.2022,0,NA,NA,-0.105263157894737,38.6894736842105,0
"3613",25,"Lemon Bay Aquatic Preserve","Salinity","ppt","Field","Surface",5907,54,1954,2022,TRUE,"2",33.8,TRUE,0.1127,-2.1595,0.0308,NA,NA,0.0300000000000002,33.56,0
"3614",25,"Lemon Bay Aquatic Preserve","Salinity","ppt","Field","Surface",5907,54,1954,2022,TRUE,"3",34.6,TRUE,0.1163,0.439,0.6606,NA,NA,0.0328571428571434,32.3928571428571,0
"3615",25,"Lemon Bay Aquatic Preserve","Salinity","ppt","Field","Surface",5907,54,1954,2022,TRUE,"4",34,TRUE,0.0145,-2.8101,0.005,NA,NA,0.00384615384615404,34.3961538461538,0
"3616",25,"Lemon Bay Aquatic Preserve","Salinity","ppt","Field","Surface",5907,54,1954,2022,TRUE,"5",35,TRUE,0.046,3.2623,0.0011,NA,NA,0.0259137826350942,32.5524833029751,0
"3617",25,"Lemon Bay Aquatic Preserve","Salinity","ppt","Field","Surface",5907,54,1954,2022,TRUE,"6",35.2,TRUE,0.183,6.2178,0,NA,NA,0.0555555555555556,32.4222222222222,0
"3618",25,"Lemon Bay Aquatic Preserve","Salinity","ppt","Field","Surface",5907,54,1954,2022,TRUE,"7",33.9,TRUE,-0.0149,1.6756,0.0938,NA,NA,-0.0067857142857142,32.6460714285714,0
"3619",25,"Lemon Bay Aquatic Preserve","Salinity","ppt","Field","Surface",5907,54,1954,2022,TRUE,"8",32.49,TRUE,-0.081,-2.849,0.0044,NA,NA,-0.0485714285714288,35.1614285714286,0
"3620",25,"Lemon Bay Aquatic Preserve","Salinity","ppt","Field","Surface",5907,54,1954,2022,TRUE,"9",32.9,TRUE,0.0274,-7.5339,0,NA,NA,0.00833333333333345,33.525,0
"3621",25,"Lemon Bay Aquatic Preserve","Salinity","ppt","Field","Surface",5907,54,1954,2022,TRUE,"10",32.3,TRUE,-0.0814,-0.5693,0.5691,NA,NA,-0.0311363636363636,35.5568181818182,0
"3622",25,"Lemon Bay Aquatic Preserve","Salinity","ppt","Field","Surface",5907,54,1954,2022,TRUE,"11",34,TRUE,-0.0684,0.9368,0.3488,NA,NA,-0.018,34.7,0
"3623",25,"Lemon Bay Aquatic Preserve","Salinity","ppt","Field","Surface",5907,54,1954,2022,TRUE,"12",34.2,TRUE,0.1587,3.8781,0.0001,NA,NA,0.0533333333333334,31.5333333333333,0
"3624",26,"Lignumvitae Key Aquatic Preserve","Salinity","ppt","Field","Surface",121,10,1997,2021,TRUE,"All",36.12,TRUE,0.0538,1.3444,0.1788,16.2389,0.1325,0.0395833333333332,35.6271401515151,0
"3625",26,"Lignumvitae Key Aquatic Preserve","Salinity","ppt","Field","Surface",121,10,1997,2021,TRUE,"1",32.66,TRUE,0.0087,0,1,NA,NA,0.0700000000000003,33.25,0
"3626",26,"Lignumvitae Key Aquatic Preserve","Salinity","ppt","Field","Surface",121,10,1997,2021,TRUE,"2",NA,TRUE,0.2,NA,NA,NA,NA,0.0179166666666667,35.6579166666667,NA
"3627",26,"Lignumvitae Key Aquatic Preserve","Salinity","ppt","Field","Surface",121,10,1997,2021,TRUE,"3",NA,TRUE,0,NA,NA,NA,NA,0.0043181818181816,35.5963636363636,NA
"3628",26,"Lignumvitae Key Aquatic Preserve","Salinity","ppt","Field","Surface",121,10,1997,2021,TRUE,"4",36.155,TRUE,-0.1667,0,1,NA,NA,-0.0336363636363637,37.55,0
"3629",26,"Lignumvitae Key Aquatic Preserve","Salinity","ppt","Field","Surface",121,10,1997,2021,TRUE,"5",38.55,TRUE,0.6667,1.0632,0.2877,NA,NA,0.0677272727272726,35.4245454545455,0
"3630",26,"Lignumvitae Key Aquatic Preserve","Salinity","ppt","Field","Surface",121,10,1997,2021,TRUE,"6",37.86,TRUE,0.1429,-2.0266,0.0427,NA,NA,0.0309523809523809,34.3880952380952,0
"3631",26,"Lignumvitae Key Aquatic Preserve","Salinity","ppt","Field","Surface",121,10,1997,2021,TRUE,"7",36.07,TRUE,-0.6071,0.3963,0.6919,NA,NA,-0.0999999999999979,39.96,0
"3632",26,"Lignumvitae Key Aquatic Preserve","Salinity","ppt","Field","Surface",121,10,1997,2021,TRUE,"8",36.315,TRUE,0.1373,2.2763,0.0228,NA,NA,0.0412500000000001,37.56,0
"3633",26,"Lignumvitae Key Aquatic Preserve","Salinity","ppt","Field","Surface",121,10,1997,2021,TRUE,"9",NA,TRUE,0.303,NA,NA,NA,NA,0.0580434782608694,34.98,NA
"3634",26,"Lignumvitae Key Aquatic Preserve","Salinity","ppt","Field","Surface",121,10,1997,2021,TRUE,"10",35.1,TRUE,0.1667,0.3074,0.7585,NA,NA,0.0933333333333334,30.6066666666667,0
"3635",26,"Lignumvitae Key Aquatic Preserve","Salinity","ppt","Field","Surface",121,10,1997,2021,TRUE,"11",34.86,TRUE,0.1667,0.0365,0.9709,NA,NA,0.00999999999999995,35.94,0
"3636",26,"Lignumvitae Key Aquatic Preserve","Salinity","ppt","Field","Surface",121,10,1997,2021,TRUE,"12",36.81,TRUE,-0.1333,-0.5327,0.5942,NA,NA,-2.2075,84.18,0
"3637",27,"Loxahatchee River-Lake Worth Creek Aquatic Preserve","Salinity","ppt","Field","Surface",7066,32,1972,2021,TRUE,"All",26.2,TRUE,0.0306,4.6033,0,60.6815,0,0.0666666666666668,24.1702884615385,1
"3638",27,"Loxahatchee River-Lake Worth Creek Aquatic Preserve","Salinity","ppt","Field","Surface",7066,32,1972,2021,TRUE,"1",29.15,TRUE,0.0775,2.0083,0.0446,NA,NA,0.123076923076923,23.3730769230769,1
"3639",27,"Loxahatchee River-Lake Worth Creek Aquatic Preserve","Salinity","ppt","Field","Surface",7066,32,1972,2021,TRUE,"2",29.1,TRUE,0.0386,0.4217,0.6732,NA,NA,0.0666666666666667,21.5333333333333,1
"3640",27,"Loxahatchee River-Lake Worth Creek Aquatic Preserve","Salinity","ppt","Field","Surface",7066,32,1972,2021,TRUE,"3",29.3,TRUE,0.0498,3.9231,0.0001,NA,NA,0.0800000000000004,26.11,1
"3641",27,"Loxahatchee River-Lake Worth Creek Aquatic Preserve","Salinity","ppt","Field","Surface",7066,32,1972,2021,TRUE,"4",31.2,TRUE,-0.014,4.3539,0,NA,NA,-0.0225,24.9675,-1
"3642",27,"Loxahatchee River-Lake Worth Creek Aquatic Preserve","Salinity","ppt","Field","Surface",7066,32,1972,2021,TRUE,"5",28.05,TRUE,0.0084,3.2013,0.0014,NA,NA,0.01,18.3,1
"3643",27,"Loxahatchee River-Lake Worth Creek Aquatic Preserve","Salinity","ppt","Field","Surface",7066,32,1972,2021,TRUE,"6",24,TRUE,-0.1033,-0.4572,0.6475,NA,NA,-0.227272727272727,36.9954545454545,-1
"3644",27,"Loxahatchee River-Lake Worth Creek Aquatic Preserve","Salinity","ppt","Field","Surface",7066,32,1972,2021,TRUE,"7",24.2,TRUE,-0.0523,1.5386,0.1239,NA,NA,-0.134549071618037,26.6510610079576,-1
"3645",27,"Loxahatchee River-Lake Worth Creek Aquatic Preserve","Salinity","ppt","Field","Surface",7066,32,1972,2021,TRUE,"8",23.65,TRUE,0.0619,-1.0659,0.2865,NA,NA,0.133333333333333,19.8833333333333,1
"3646",27,"Loxahatchee River-Lake Worth Creek Aquatic Preserve","Salinity","ppt","Field","Surface",7066,32,1972,2021,TRUE,"9",18.7,TRUE,0.1009,0.3269,0.7437,NA,NA,0.16,23.22,1
"3647",27,"Loxahatchee River-Lake Worth Creek Aquatic Preserve","Salinity","ppt","Field","Surface",7066,32,1972,2021,TRUE,"10",21,TRUE,0.1293,-1.7232,0.0848,NA,NA,0.25,20.45,1
"3648",27,"Loxahatchee River-Lake Worth Creek Aquatic Preserve","Salinity","ppt","Field","Surface",7066,32,1972,2021,TRUE,"11",24.95,TRUE,0.0134,2.4288,0.0151,NA,NA,0.0272727272727273,28.0090909090909,1
"3649",27,"Loxahatchee River-Lake Worth Creek Aquatic Preserve","Salinity","ppt","Field","Surface",7066,32,1972,2021,TRUE,"12",27.45,TRUE,-0.0319,-3.2541,0.0011,NA,NA,-0.0666666666666667,26.4833333333333,-1
"3650",28,"Matlacha Pass Aquatic Preserve","Salinity","ppt","Field","Surface",6042,39,1954,2022,TRUE,"All",26.2,TRUE,-0.0065,-1.2329,0.2176,78.3813,0,-0.0125000000000002,28.5901470588235,0
"3651",28,"Matlacha Pass Aquatic Preserve","Salinity","ppt","Field","Surface",6042,39,1954,2022,TRUE,"1",28.7,TRUE,-0.0533,4.8628,0,NA,NA,-0.0818181818181817,21.7413636363636,0
"3652",28,"Matlacha Pass Aquatic Preserve","Salinity","ppt","Field","Surface",6042,39,1954,2022,TRUE,"2",29.56,TRUE,-0.022,-0.9989,0.3179,NA,NA,-0.0333333333333332,20.1333333333333,0
"3653",28,"Matlacha Pass Aquatic Preserve","Salinity","ppt","Field","Surface",6042,39,1954,2022,TRUE,"3",30.005,TRUE,-0.144,0.6415,0.5212,NA,NA,-0.169565217391304,29.2173913043478,0
"3654",28,"Matlacha Pass Aquatic Preserve","Salinity","ppt","Field","Surface",6042,39,1954,2022,TRUE,"4",29.3,TRUE,-0.0437,-0.8122,0.4167,NA,NA,-0.05,29.625,0
"3655",28,"Matlacha Pass Aquatic Preserve","Salinity","ppt","Field","Surface",6042,39,1954,2022,TRUE,"5",31.6,TRUE,-0.0232,2.0226,0.0431,NA,NA,-0.0249999999999999,30.6,0
"3656",28,"Matlacha Pass Aquatic Preserve","Salinity","ppt","Field","Surface",6042,39,1954,2022,TRUE,"6",29.9,TRUE,0.0582,2.8501,0.0044,NA,NA,0.0647058823529411,28.2352941176471,0
"3657",28,"Matlacha Pass Aquatic Preserve","Salinity","ppt","Field","Surface",6042,39,1954,2022,TRUE,"7",22,TRUE,0.0849,-2.3252,0.0201,NA,NA,0.159999999999999,21.74,0
"3658",28,"Matlacha Pass Aquatic Preserve","Salinity","ppt","Field","Surface",6042,39,1954,2022,TRUE,"8",18.4,TRUE,0.1593,-0.7418,0.4582,NA,NA,0.18,19.34,0
"3659",28,"Matlacha Pass Aquatic Preserve","Salinity","ppt","Field","Surface",6042,39,1954,2022,TRUE,"9",17.405,TRUE,-0.0689,-1.7294,0.0837,NA,NA,-0.171428571428571,30.7428571428571,0
"3660",28,"Matlacha Pass Aquatic Preserve","Salinity","ppt","Field","Surface",6042,39,1954,2022,TRUE,"10",20.4,TRUE,0.0329,-5.3489,0,NA,NA,0.04,23.11,0
"3661",28,"Matlacha Pass Aquatic Preserve","Salinity","ppt","Field","Surface",6042,39,1954,2022,TRUE,"11",25.23,TRUE,0.02,1.1401,0.2542,NA,NA,0.0200000000000003,28.945,0
"3662",28,"Matlacha Pass Aquatic Preserve","Salinity","ppt","Field","Surface",6042,39,1954,2022,TRUE,"12",26.95,TRUE,-0.0297,-1.3601,0.1738,NA,NA,-0.0333333333333338,31.36,0
"3663",29,"Mosquito Lagoon Aquatic Preserve","Salinity","ppt","Field","Surface",3808,27,1995,2021,TRUE,"All",32.3,TRUE,0.1005,8.827,0,74.372,0,0.0999999999999996,31.5247222222222,1
"3664",29,"Mosquito Lagoon Aquatic Preserve","Salinity","ppt","Field","Surface",3808,27,1995,2021,TRUE,"1",31.4,TRUE,0.023,6.1273,0,NA,NA,0.0375000000000005,32.4625,1
"3665",29,"Mosquito Lagoon Aquatic Preserve","Salinity","ppt","Field","Surface",3808,27,1995,2021,TRUE,"2",32.6,TRUE,0.113,-1.1788,0.2385,NA,NA,0.1,29.4,1
"3666",29,"Mosquito Lagoon Aquatic Preserve","Salinity","ppt","Field","Surface",3808,27,1995,2021,TRUE,"3",32.105,TRUE,0.0241,3.387,0.0007,NA,NA,0.0294117647058824,34.5941176470588,1
"3667",29,"Mosquito Lagoon Aquatic Preserve","Salinity","ppt","Field","Surface",3808,27,1995,2021,TRUE,"4",34,TRUE,0.1615,4.8025,0,NA,NA,0.20625,29.85,1
"3668",29,"Mosquito Lagoon Aquatic Preserve","Salinity","ppt","Field","Surface",3808,27,1995,2021,TRUE,"5",34.5,TRUE,-0.0046,-0.1138,0.9094,NA,NA,0,34.5,-1
"3669",29,"Mosquito Lagoon Aquatic Preserve","Salinity","ppt","Field","Surface",3808,27,1995,2021,TRUE,"6",34.8,TRUE,0.189,0.6963,0.4862,NA,NA,0.161176470588235,32.2270588235294,1
"3670",29,"Mosquito Lagoon Aquatic Preserve","Salinity","ppt","Field","Surface",3808,27,1995,2021,TRUE,"7",32.8,TRUE,0.2215,0.6697,0.5031,NA,NA,0.184807692307692,29.7367307692308,1
"3671",29,"Mosquito Lagoon Aquatic Preserve","Salinity","ppt","Field","Surface",3808,27,1995,2021,TRUE,"8",32.2,TRUE,-0.0518,1.1759,0.2396,NA,NA,-0.0333333333333338,32.8333333333333,-1
"3672",29,"Mosquito Lagoon Aquatic Preserve","Salinity","ppt","Field","Surface",3808,27,1995,2021,TRUE,"9",31.5,TRUE,0.0398,4.6775,0,NA,NA,0.0455555555555556,31.7444444444444,1
"3673",29,"Mosquito Lagoon Aquatic Preserve","Salinity","ppt","Field","Surface",3808,27,1995,2021,TRUE,"10",30.2,TRUE,0.0796,3.2231,0.0013,NA,NA,0.0687500000000001,30.45,1
"3674",29,"Mosquito Lagoon Aquatic Preserve","Salinity","ppt","Field","Surface",3808,27,1995,2021,TRUE,"11",32.45,TRUE,0.1335,7.1346,0,NA,NA,0.133333333333333,31.305,1
"3675",29,"Mosquito Lagoon Aquatic Preserve","Salinity","ppt","Field","Surface",3808,27,1995,2021,TRUE,"12",31,TRUE,0.3299,2.034,0.0419,NA,NA,0.225,30.2,1
"3676",30,"Nassau River-St. Johns River Marshes Aquatic Preserve","Salinity","ppt","Field","Surface",9178,28,1980,2022,TRUE,"All",30.4,TRUE,0.0152,2.2277,0.0259,88.4295,0,0.0249999999999986,29.9708333333333,1
"3677",30,"Nassau River-St. Johns River Marshes Aquatic Preserve","Salinity","ppt","Field","Surface",9178,28,1980,2022,TRUE,"1",29.6,TRUE,-0.0015,-1.8064,0.0709,NA,NA,0,30.8,-1
"3678",30,"Nassau River-St. Johns River Marshes Aquatic Preserve","Salinity","ppt","Field","Surface",9178,28,1980,2022,TRUE,"2",29.2,TRUE,0.0297,-2.4476,0.0144,NA,NA,0.0500000000000007,29.6,1
"3679",30,"Nassau River-St. Johns River Marshes Aquatic Preserve","Salinity","ppt","Field","Surface",9178,28,1980,2022,TRUE,"3",28.65,TRUE,-0.0601,4.8184,0,NA,NA,-0.1,32.2,-1
"3680",30,"Nassau River-St. Johns River Marshes Aquatic Preserve","Salinity","ppt","Field","Surface",9178,28,1980,2022,TRUE,"4",30.2,TRUE,0.041,4.9283,0,NA,NA,0.0800000000000004,27.68,1
"3681",30,"Nassau River-St. Johns River Marshes Aquatic Preserve","Salinity","ppt","Field","Surface",9178,28,1980,2022,TRUE,"5",33,TRUE,-0.0439,-2.7925,0.0052,NA,NA,-0.0615384615384616,31.4461538461538,-1
"3682",30,"Nassau River-St. Johns River Marshes Aquatic Preserve","Salinity","ppt","Field","Surface",9178,28,1980,2022,TRUE,"6",32.1,TRUE,-0.0067,-2.7504,0.006,NA,NA,-0.00833333333333345,30.3416666666667,-1
"3683",30,"Nassau River-St. Johns River Marshes Aquatic Preserve","Salinity","ppt","Field","Surface",9178,28,1980,2022,TRUE,"7",31,TRUE,-0.0667,1.2794,0.2008,NA,NA,-0.0687777777777777,35.0633333333333,-1
"3684",30,"Nassau River-St. Johns River Marshes Aquatic Preserve","Salinity","ppt","Field","Surface",9178,28,1980,2022,TRUE,"8",30.8,TRUE,-0.0679,3.9243,0.0001,NA,NA,-0.0825833333333334,34.5775,-1
"3685",30,"Nassau River-St. Johns River Marshes Aquatic Preserve","Salinity","ppt","Field","Surface",9178,28,1980,2022,TRUE,"9",30,TRUE,0.0237,1.701,0.0889,NA,NA,0.0500000000000007,26.35,1
"3686",30,"Nassau River-St. Johns River Marshes Aquatic Preserve","Salinity","ppt","Field","Surface",9178,28,1980,2022,TRUE,"10",27.8,TRUE,0.1155,0.9932,0.3206,NA,NA,0.2,22.65,1
"3687",30,"Nassau River-St. Johns River Marshes Aquatic Preserve","Salinity","ppt","Field","Surface",9178,28,1980,2022,TRUE,"11",30.8,TRUE,0.1205,-0.0634,0.9494,NA,NA,0.166666666666667,25.2,1
"3688",30,"Nassau River-St. Johns River Marshes Aquatic Preserve","Salinity","ppt","Field","Surface",9178,28,1980,2022,TRUE,"12",30.1,TRUE,0.0958,-0.2763,0.7823,NA,NA,0.2,25,1
"3689",48,"Nature Coast Aquatic Preserve","Salinity","ppt","Field","Surface",5710,38,1975,2020,TRUE,"All",24.18,TRUE,0.0432,4.8037,0,13.3914,0.2685,0.0727272727272728,21.4605,1
